step,time_s,true_x,true_y,true_z,true_vx,true_vy,true_vz,est_x,est_y,est_z,cmd_fx,cmd_fy,cmd_fz,range_m,dv_step,att_qw,att_qx,att_qy,att_qz,att_err_deg,att_aligned,mission_mode,fault_code,imu_ax,imu_ay,imu_az
1390,1391.000,-0.1276,1.0087,0.0000,0.000942,-0.011623,0.000000,-0.1282,1.0095,0.0021,0.0110,0.0673,0.0000,1.0284,0.000136,0.998150,0.000000,0.000000,0.060805,0.2024,1,0,0,-0.016128,-0.001327,-0.008921
1391,1392.000,-0.1266,0.9971,0.0000,0.000935,-0.011487,0.000000,-0.1240,0.9893,-0.0014,0.0103,0.0694,0.0000,1.0167,0.000140,0.998151,0.000000,0.000000,0.060777,0.2351,1,0,0,0.011655,-0.001287,0.003380
1392,1393.000,-0.1257,0.9857,0.0000,0.000929,-0.011355,0.000000,-0.1261,0.9854,0.0012,0.0100,0.0666,0.0000,1.0051,0.000135,0.998118,0.000000,0.000000,0.061317,0.2678,1,0,0,-0.012248,-0.002049,0.005303
1393,1394.000,-0.1248,0.9744,0.0000,0.000922,-0.011221,0.000000,-0.1260,0.9684,0.0049,0.0097,0.0683,0.0000,0.9937,0.000138,0.998085,0.000000,0.000000,0.061856,0.2355,1,0,0,0.003444,-0.011390,-0.010619
1394,1395.000,-0.1238,0.9633,0.0000,0.000916,-0.011087,0.000000,-0.1228,0.9593,0.0021,0.0099,0.0680,0.0000,0.9824,0.000137,0.998087,0.000000,0.000000,0.061829,0.2033,1,0,0,-0.006683,-0.019115,0.001088
1395,1396.000,-0.1229,0.9522,0.0000,0.000912,-0.010960,0.000000,-0.1232,0.9538,0.0012,0.0104,0.0644,0.0000,0.9712,0.000130,0.998088,0.000000,0.000000,0.061803,0.2361,1,0,0,0.011798,0.011277,0.009001
1396,1397.000,-0.1220,0.9413,0.0000,0.000907,-0.010833,0.000000,-0.1217,0.9389,0.0044,0.0103,0.0646,0.0000,0.9601,0.000131,0.998055,0.000000,0.000000,0.062344,0.2689,1,0,0,-0.006922,-0.003788,0.004781
1397,1398.000,-0.1211,0.9306,0.0000,0.000902,-0.010709,0.000000,-0.1219,0.9314,-0.0012,0.0100,0.0629,0.0000,0.9492,0.000127,0.998021,0.000000,0.000000,0.062884,0.2366,1,0,0,0.004617,0.003059,0.004660
1398,1399.000,-0.1202,0.9199,0.0000,0.000896,-0.010588,0.000000,-0.1176,0.9220,0.0007,0.0094,0.0617,0.0000,0.9384,0.000125,0.998022,0.000000,0.000000,0.062859,0.2043,1,0,0,-0.008597,0.006247,-0.002500
1399,1400.000,-0.1193,0.9094,0.0000,0.000890,-0.010466,0.000000,-0.1174,0.9057,-0.0006,0.0092,0.0620,0.0000,0.9277,0.000125,0.998024,0.000000,0.000000,0.062833,0.2370,1,0,0,0.026304,-0.003680,0.005029
1400,1401.000,-0.1184,0.8990,0.0000,0.000886,-0.010342,0.000000,-0.1170,0.8983,-0.0028,0.0096,0.0626,0.0000,0.9172,0.000127,0.997990,0.000000,0.000000,0.063375,0.2698,1,0,0,-0.000997,0.003462,0.002148
1401,1402.000,-0.1175,0.8887,0.0000,0.000880,-0.010223,0.000000,-0.1164,0.8888,-0.0029,0.0088,0.0608,0.0000,0.9068,0.000123,0.997955,0.000000,0.000000,0.063916,0.2375,1,0,0,0.013882,0.009772,-0.016369
1402,1403.000,-0.1167,0.8785,0.0000,0.000875,-0.010103,0.000000,-0.1150,0.8725,-0.0004,0.0094,0.0605,0.0000,0.8964,0.000123,0.997957,0.000000,0.000000,0.063892,0.2053,1,0,0,0.001278,-0.031377,0.001645
1403,1404.000,-0.1158,0.8685,0.0000,0.000870,-0.009987,0.000000,-0.1131,0.8643,-0.0018,0.0091,0.0591,0.0000,0.8863,0.000120,0.997958,0.000000,0.000000,0.063868,0.2380,1,0,0,0.004702,0.003599,-0.014304
1404,1405.000,-0.1149,0.8586,0.0000,0.000863,-0.009873,0.000000,-0.1131,0.8566,-0.0004,0.0078,0.0578,0.0000,0.8762,0.000117,0.997924,0.000000,0.000000,0.064410,0.2707,1,0,0,-0.016333,0.009923,0.001160
1405,1406.000,-0.1141,0.8487,0.0000,0.000858,-0.009759,0.000000,-0.1156,0.8428,0.0016,0.0089,0.0581,0.0000,0.8662,0.000118,0.997888,0.000000,0.000000,0.064953,0.2384,1,0,0,0.003071,-0.009345,0.007719
1406,1407.000,-0.1132,0.8390,0.0000,0.000853,-0.009645,0.000000,-0.1149,0.8321,-0.0011,0.0087,0.0579,0.0000,0.8564,0.000117,0.997890,0.000000,0.000000,0.064929,0.2063,1,0,0,-0.000432,-0.002409,-0.002916
1407,1408.000,-0.1124,0.8295,0.0000,0.000847,-0.009535,0.000000,-0.1109,0.8262,0.0016,0.0085,0.0562,0.0000,0.8467,0.000114,0.997891,0.000000,0.000000,0.064906,0.2390,1,0,0,0.011482,0.000020,-0.023023
1408,1409.000,-0.1115,0.8200,0.0000,0.000843,-0.009428,0.000000,-0.1136,0.8241,0.0041,0.0086,0.0541,0.0000,0.8370,0.000110,0.997856,0.000000,0.000000,0.065450,0.2718,1,0,0,-0.002879,-0.005546,-0.011071
1409,1410.000,-0.1107,0.8106,0.0000,0.000839,-0.009320,0.000000,-0.1117,0.8118,0.0021,0.0090,0.0551,0.0000,0.8275,0.000112,0.997820,0.000000,0.000000,0.065993,0.2395,1,0,0,-0.000632,-0.002846,-0.012568
1410,1411.000,-0.1098,0.8013,0.0000,0.000833,-0.009211,0.000000,-0.1089,0.7995,-0.0010,0.0077,0.0556,0.0000,0.8181,0.000112,0.997822,0.000000,0.000000,0.065971,0.2072,1,0,0,-0.007339,0.003018,0.020717
1411,1412.000,-0.1090,0.7922,0.0000,0.000827,-0.009103,0.000000,-0.1083,0.7925,0.0008,0.0074,0.0549,0.0000,0.8088,0.000111,0.997823,0.000000,0.000000,0.065949,0.2399,1,0,0,-0.001528,0.004696,0.001667
1412,1413.000,-0.1082,0.7831,0.0000,0.000822,-0.008999,0.000000,-0.1036,0.7863,-0.0023,0.0079,0.0525,0.0000,0.7996,0.000106,0.997787,0.000000,0.000000,0.066493,0.2726,1,0,0,-0.011957,-0.003614,-0.011320
1413,1414.000,-0.1074,0.7742,0.0000,0.000816,-0.008895,0.000000,-0.1056,0.7696,0.0010,0.0077,0.0529,0.0000,0.7906,0.000107,0.997750,0.000000,0.000000,0.067038,0.2404,1,0,0,-0.007558,-0.013546,0.008955
1414,1415.000,-0.1066,0.7653,0.0000,0.000811,-0.008793,0.000000,-0.1074,0.7628,-0.0012,0.0077,0.0520,0.0000,0.7816,0.000105,0.997752,0.000000,0.000000,0.067016,0.2081,1,0,0,0.003733,-0.000570,-0.004461
1415,1416.000,-0.1057,0.7566,0.0000,0.000806,-0.008691,0.000000,-0.1019,0.7526,-0.0011,0.0074,0.0519,0.0000,0.7727,0.000105,0.997753,0.000000,0.000000,0.066995,0.2409,1,0,0,0.000062,-0.007462,-0.010982
1416,1417.000,-0.1049,0.7480,0.0000,0.000800,-0.008589,0.000000,-0.1036,0.7444,-0.0026,0.0073,0.0518,0.0000,0.7639,0.000105,0.997717,0.000000,0.000000,0.067541,0.2737,1,0,0,-0.010532,-0.007276,-0.005060
1417,1418.000,-0.1041,0.7394,0.0000,0.000796,-0.008489,0.000000,-0.1041,0.7375,-0.0009,0.0078,0.0511,0.0000,0.7553,0.000103,0.997679,0.000000,0.000000,0.068086,0.2415,1,0,0,-0.005907,-0.009305,0.007666
1418,1419.000,-0.1034,0.7310,0.0000,0.000791,-0.008389,0.000000,-0.1063,0.7251,-0.0008,0.0075,0.0507,0.0000,0.7467,0.000103,0.997681,0.000000,0.000000,0.068066,0.2092,1,0,0,-0.012763,-0.000583,-0.011559
1419,1420.000,-0.1026,0.7226,0.0000,0.000787,-0.008296,0.000000,-0.1024,0.7223,-0.0025,0.0074,0.0475,0.0000,0.7382,0.000096,0.997682,0.000000,0.000000,0.068046,0.2418,1,0,0,0.005022,-0.005220,-0.013511
1420,1421.000,-0.1018,0.7144,0.0000,0.000781,-0.008200,0.000000,-0.0996,0.7123,-0.0016,0.0069,0.0489,0.0000,0.7299,0.000099,0.997645,0.000000,0.000000,0.068593,0.2745,1,0,0,0.006166,-0.012400,0.013456
1421,1422.000,-0.1010,0.7062,0.0000,0.000776,-0.008106,0.000000,-0.1017,0.7084,-0.0023,0.0068,0.0479,0.0000,0.7216,0.000097,0.997607,0.000000,0.000000,0.069139,0.2421,1,0,0,0.004265,0.007664,-0.009002
1422,1423.000,-0.1002,0.6982,0.0000,0.000772,-0.008012,0.000000,-0.1013,0.6938,0.0020,0.0070,0.0476,0.0000,0.7134,0.000096,0.997608,0.000000,0.000000,0.069120,0.2098,1,0,0,0.011036,-0.004408,-0.005089
1423,1424.000,-0.0995,0.6902,0.0000,0.000768,-0.007921,0.000000,-0.1020,0.6900,-0.0009,0.0073,0.0461,0.0000,0.7053,0.000093,0.997610,0.000000,0.000000,0.069100,0.2425,1,0,0,0.016807,0.000304,-0.001403
1424,1425.000,-0.0987,0.6823,0.0000,0.000763,-0.007832,0.000000,-0.0960,0.6844,-0.0009,0.0066,0.0457,0.0000,0.6973,0.000092,0.997572,0.000000,0.000000,0.069647,0.2751,1,0,0,-0.012622,-0.014031,0.001135
1425,1426.000,-0.0979,0.6745,0.0000,0.000757,-0.007739,0.000000,-0.0946,0.6679,-0.0014,0.0063,0.0473,0.0000,0.6894,0.000095,0.997533,0.000000,0.000000,0.070195,0.2427,1,0,0,0.013214,-0.003360,0.007687
1426,1427.000,-0.0972,0.6669,0.0000,0.000753,-0.007653,0.000000,-0.0992,0.6671,-0.0029,0.0067,0.0436,0.0000,0.6816,0.000088,0.997535,0.000000,0.000000,0.070176,0.2103,1,0,0,0.006464,0.004793,-0.010006
1427,1428.000,-0.0964,0.6592,0.0000,0.000747,-0.007565,0.000000,-0.0937,0.6588,0.0006,0.0060,0.0451,0.0000,0.6739,0.000091,0.997536,0.000000,0.000000,0.070157,0.2429,1,0,0,0.005004,-0.001093,-0.015304
1428,1429.000,-0.0957,0.6517,0.0000,0.000742,-0.007476,0.000000,-0.0932,0.6495,0.0007,0.0061,0.0454,0.0000,0.6663,0.000092,0.997497,0.000000,0.000000,0.070704,0.2756,1,0,0,0.001117,-0.004871,0.001655
1429,1430.000,-0.0949,0.6443,0.0000,0.000737,-0.007389,0.000000,-0.0960,0.6432,0.0008,0.0059,0.0442,0.0000,0.6587,0.000089,0.997458,0.000000,0.000000,0.071252,0.2433,1,0,0,-0.008495,0.018742,0.002856
1430,1431.000,-0.0942,0.6369,0.0000,0.000732,-0.007303,0.000000,-0.0931,0.6364,-0.0019,0.0062,0.0437,0.0000,0.6512,0.000088,0.997460,0.000000,0.000000,0.071234,0.2110,1,0,0,0.008012,0.000459,-0.010797
1431,1432.000,-0.0935,0.6297,0.0000,0.000726,-0.007217,0.000000,-0.0945,0.6266,-0.0022,0.0056,0.0437,0.0000,0.6439,0.000088,0.997461,0.000000,0.000000,0.071216,0.2437,1,0,0,0.001966,0.003724,-0.005331
1432,1433.000,-0.0928,0.6225,0.0000,0.000721,-0.007135,0.000000,-0.0942,0.6216,-0.0007,0.0058,0.0421,0.0000,0.6366,0.000085,0.997422,0.000000,0.000000,0.071764,0.2765,1,0,0,-0.000766,-0.004332,-0.006704
1433,1434.000,-0.0920,0.6154,0.0000,0.000717,-0.007051,0.000000,-0.0920,0.6134,-0.0038,0.0058,0.0428,0.0000,0.6294,0.000086,0.997382,0.000000,0.000000,0.072313,0.2442,1,0,0,0.002209,0.005187,-0.016312
1434,1435.000,-0.0913,0.6084,0.0000,0.000711,-0.006967,0.000000,-0.0908,0.6000,0.0011,0.0053,0.0425,0.0000,0.6223,0.000086,0.997383,0.000000,0.000000,0.072296,0.2120,1,0,0,-0.011294,0.001431,0.006592
1435,1436.000,-0.0906,0.6015,0.0000,0.000707,-0.006887,0.000000,-0.0890,0.5998,0.0028,0.0059,0.0412,0.0000,0.6152,0.000083,0.997384,0.000000,0.000000,0.072278,0.2448,1,0,0,0.001563,-0.000138,-0.007528
1436,1437.000,-0.0899,0.5946,0.0000,0.000691,-0.006805,0.000000,-0.0900,0.5910,0.0018,0.0000,0.0417,0.0000,0.6083,0.000084,0.997345,0.000000,0.000000,0.072828,0.2776,1,0,0,-0.007349,0.003006,-0.010157
1437,1438.000,-0.0892,0.5879,0.0000,0.000687,-0.006728,0.000000,-0.0904,0.5902,0.0008,0.0061,0.0392,0.0000,0.6014,0.000079,0.997304,0.000000,0.000000,0.073378,0.2457,1,0,0,-0.017538,-0.001385,-0.024082
1438,1439.000,-0.0885,0.5812,0.0000,0.000683,-0.006647,0.000000,-0.0893,0.5797,-0.0020,0.0056,0.0409,0.0000,0.5946,0.000083,0.997305,0.000000,0.000000,0.073363,0.2144,1,0,0,-0.010953,0.004845,0.006587
1439,1440.000,-0.0879,0.5746,0.0000,0.000679,-0.006570,0.000000,-0.0894,0.5717,-0.0010,0.0059,0.0395,0.0000,0.5879,0.000080,0.997306,0.000000,0.000000,0.073348,0.2479,1,0,0,0.005631,-0.011364,0.002622
1440,1441.000,-0.0872,0.5680,0.0000,0.000677,-0.006497,0.000000,-0.0882,0.5701,-0.0025,0.0062,0.0370,0.0000,0.5812,0.000075,0.997265,0.000000,0.000000,0.073902,0.2814,1,0,0,-0.006010,0.000725,-0.004739
1441,1442.000,-0.0865,0.5616,0.0000,0.000673,-0.006422,0.000000,-0.0863,0.5615,-0.0006,0.0056,0.0386,0.0000,0.5747,0.000078,0.997224,0.000000,0.000000,0.074457,0.2493,1,0,0,-0.003620,0.006477,0.001027
1442,1443.000,-0.0858,0.5552,0.0000,0.000668,-0.006346,0.000000,-0.0844,0.5539,-0.0036,0.0052,0.0385,0.0000,0.5682,0.000078,0.997225,0.000000,0.000000,0.074445,0.2172,1,0,0,0.001611,-0.012246,0.004811
1443,1444.000,-0.0852,0.5489,0.0000,0.000665,-0.006273,0.000000,-0.0860,0.5501,0.0011,0.0054,0.0374,0.0000,0.5618,0.000076,0.997226,0.000000,0.000000,0.074433,0.2501,1,0,0,-0.007985,0.001023,-0.000217
1444,1445.000,-0.0845,0.5426,0.0000,0.000661,-0.006201,0.000000,-0.0872,0.5427,-0.0005,0.0053,0.0369,0.0000,0.5555,0.000075,0.997184,0.000000,0.000000,0.074989,0.2830,1,0,0,-0.003645,0.011567,-0.031942
1445,1446.000,-0.0838,0.5365,0.0000,0.000656,-0.006130,0.000000,-0.0805,0.5365,0.0035,0.0050,0.0359,0.0000,0.5492,0.000073,0.997142,0.000000,0.000000,0.075545,0.2505,1,0,0,0.003996,-0.012828,0.002359
1446,1447.000,-0.0832,0.5304,0.0000,0.000642,-0.006060,0.000000,-0.0822,0.5283,-0.0016,0.0000,0.0360,0.0000,0.5430,0.000072,0.997143,0.000000,0.000000,0.075534,0.2181,1,0,0,0.010987,-0.004265,0.001699
1447,1448.000,-0.0826,0.5244,0.0000,0.000639,-0.005992,0.000000,-0.0840,0.5276,-0.0005,0.0053,0.0344,0.0000,0.5369,0.000070,0.997144,0.000000,0.000000,0.075523,0.2513,1,0,0,0.004714,-0.001969,0.005773
1448,1449.000,-0.0819,0.5184,0.0000,0.000625,-0.005925,0.000000,-0.0820,0.5182,-0.0014,0.0000,0.0346,0.0000,0.5308,0.000069,0.997102,0.000000,0.000000,0.076081,0.2851,1,0,0,-0.006593,0.001807,-0.000609
1449,1450.000,-0.0813,0.5125,0.0000,0.000622,-0.005855,0.000000,-0.0798,0.5097,-0.0004,0.0053,0.0352,0.0000,0.5248,0.000071,0.997059,0.000000,0.000000,0.076638,0.2540,1,0,0,0.000130,0.002067,0.017306
1450,1451.000,-0.0807,0.5067,0.0000,0.000619,-0.005789,0.000000,-0.0781,0.5104,-0.0017,0.0054,0.0339,0.0000,0.5189,0.000069,0.997059,0.000000,0.000000,0.076633,0.2234,1,0,0,0.016929,0.019634,-0.002141
1451,1452.000,-0.0801,0.5009,0.0000,0.000617,-0.005720,0.000000,-0.0798,0.4979,0.0004,0.0055,0.0350,0.0000,0.5131,0.000071,0.997060,0.000000,0.000000,0.076628,0.2574,1,0,0,-0.009635,-0.002666,-0.005394
1452,1453.000,-0.0794,0.4952,0.0000,0.000614,-0.005653,0.000000,-0.0761,0.4944,-0.0009,0.0050,0.0344,0.0000,0.5073,0.000070,0.997016,0.000000,0.000000,0.077193,0.2913,1,0,0,0.013806,-0.010534,-0.006223
1453,1454.000,-0.0788,0.4896,0.0000,0.000601,-0.005588,0.000000,-0.0783,0.4900,0.0003,0.0000,0.0333,0.0000,0.5016,0.000067,0.996972,0.000000,0.000000,0.077758,0.2594,1,0,0,0.013039,-0.002227,-0.003267
1454,1455.000,-0.0782,0.4841,0.0000,0.000598,-0.005522,0.000000,-0.0794,0.4797,-0.0005,0.0051,0.0336,0.0000,0.4959,0.000068,0.996972,0.000000,0.000000,0.077757,0.2281,1,0,0,-0.003297,-0.008225,-0.015240
1455,1456.000,-0.0776,0.4786,0.0000,0.000596,-0.005460,0.000000,-0.0756,0.4828,0.0012,0.0055,0.0314,0.0000,0.4904,0.000064,0.996972,0.000000,0.000000,0.077756,0.2622,1,0,0,0.015334,0.007499,0.002243
1456,1457.000,-0.0771,0.4732,0.0000,0.000594,-0.005394,0.000000,-0.0789,0.4693,-0.0039,0.0051,0.0338,0.0000,0.4848,0.000068,0.996928,0.000000,0.000000,0.078327,0.2961,1,0,0,-0.005799,-0.005416,-0.010682
1457,1458.000,-0.0765,0.4678,0.0000,0.000592,-0.005332,0.000000,-0.0741,0.4690,-0.0015,0.0051,0.0314,0.0000,0.4794,0.000064,0.996883,0.000000,0.000000,0.078898,0.2642,1,0,0,0.024063,0.002300,0.016553
1458,1459.000,-0.0759,0.4625,0.0000,0.000579,-0.005271,0.000000,-0.0768,0.4595,0.0001,0.0000,0.0314,0.0000,0.4740,0.000063,0.996882,0.000000,0.000000,0.078902,0.2320,1,0,0,0.019576,0.004203,0.008669
1459,1460.000,-0.0753,0.4573,0.0000,0.000577,-0.005210,0.000000,-0.0750,0.4597,-0.0023,0.0050,0.0311,0.0000,0.4687,0.000063,0.996882,0.000000,0.000000,0.078906,0.2655,1,0,0,-0.016645,0.009007,0.013507
1460,1461.000,-0.0747,0.4521,0.0000,0.000565,-0.005149,0.000000,-0.0785,0.4493,-0.0001,0.0000,0.0310,0.0000,0.4634,0.000062,0.996837,0.000000,0.000000,0.079479,0.2995,1,0,0,0.004328,-0.008138,-0.006023
1461,1462.000,-0.0742,0.4470,0.0000,0.000553,-0.005087,0.000000,-0.0703,0.4452,0.0028,0.0000,0.0316,0.0000,0.4582,0.000063,0.996791,0.000000,0.000000,0.080053,0.2683,1,0,0,0.011350,-0.001681,0.009440
1462,1463.000,-0.0736,0.4419,0.0000,0.000552,-0.005024,0.000000,-0.0718,0.4337,-0.0010,0.0052,0.0322,0.0000,0.4531,0.000065,0.996790,0.000000,0.000000,0.080063,0.2381,1,0,0,0.010134,-0.012609,-0.008109
1463,1464.000,-0.0731,0.4369,0.0000,0.000551,-0.004966,0.000000,-0.0690,0.4306,0.0006,0.0052,0.0297,0.0000,0.4480,0.000060,0.996749,0.000000,0.000000,0.080571,0.2731,1,0,0,-0.019830,-0.004899,-0.004497
1464,1465.000,-0.0725,0.4320,0.0000,0.000539,-0.004908,0.000000,-0.0709,0.4336,-0.0009,0.0000,0.0293,0.0000,0.4430,0.000059,0.996708,0.000000,0.000000,0.081079,0.2505,1,0,0,-0.009030,0.003177,-0.002938
1465,1466.000,-0.0720,0.4271,0.0000,0.000528,-0.004853,0.000000,-0.0687,0.4243,-0.0002,0.0000,0.0283,0.0000,0.4380,0.000057,0.996666,0.000000,0.000000,0.081587,0.2283,1,0,0,0.017463,-0.013711,0.023895
1466,1467.000,-0.0715,0.4223,0.0000,0.000528,-0.004798,0.000000,-0.0732,0.4277,0.0007,0.0055,0.0281,0.0000,0.4331,0.000057,0.996667,0.000000,0.000000,0.081576,0.2071,1,0,0,-0.009937,-0.018886,0.007922
1467,1468.000,-0.0709,0.4175,0.0000,0.000527,-0.004742,0.000000,-0.0713,0.4137,-0.0023,0.0054,0.0285,0.0000,0.4283,0.000058,0.996668,0.000000,0.000000,0.081564,0.2461,1,0,0,-0.007384,-0.019640,0.007198
1468,1469.000,-0.0704,0.4128,0.0000,0.000527,-0.004690,0.000000,-0.0704,0.4133,-0.0012,0.0054,0.0265,0.0000,0.4235,0.000054,0.996623,0.000000,0.000000,0.082111,0.2848,1,0,0,0.013881,-0.002957,-0.013929
1469,1470.000,-0.0699,0.4081,0.0000,0.000527,-0.004634,0.000000,-0.0740,0.4038,0.0017,0.0053,0.0286,0.0000,0.4187,0.000058,0.996578,0.000000,0.000000,0.082658,0.2589,1,0,0,0.000284,-0.013690,-0.007509
1470,1471.000,-0.0693,0.4035,0.0000,0.000516,-0.004578,0.000000,-0.0686,0.4011,-0.0002,0.0000,0.0284,0.0000,0.4140,0.000057,0.996577,0.000000,0.000000,0.082674,0.2325,1,0,0,-0.015917,-0.018519,-0.004769
1471,1472.000,-0.0688,0.3990,0.0000,0.000506,-0.004525,0.000000,-0.0651,0.3940,-0.0020,0.0000,0.0274,0.0000,0.4094,0.000055,0.996575,0.000000,0.000000,0.082689,0.2675,1,0,0,0.005923,0.002065,-0.001542
1472,1473.000,-0.0683,0.3945,0.0000,0.000506,-0.004474,0.000000,-0.0671,0.3957,-0.0032,0.0053,0.0261,0.0000,0.4048,0.000053,0.996528,0.000000,0.000000,0.083255,0.3035,1,0,0,0.003819,0.007761,-0.013781
1473,1474.000,-0.0678,0.3900,0.0000,0.000506,-0.004424,0.000000,-0.0659,0.3876,0.0007,0.0052,0.0255,0.0000,0.4003,0.000052,0.996481,0.000000,0.000000,0.083821,0.2766,1,0,0,-0.003199,0.001290,-0.000157
1474,1475.000,-0.0673,0.3856,0.0000,0.000506,-0.004373,0.000000,-0.0686,0.3861,0.0014,0.0050,0.0258,0.0000,0.3959,0.000053,0.996478,0.000000,0.000000,0.083857,0.2493,1,0,0,0.002476,0.004371,0.020734
1475,1476.000,-0.0668,0.3813,0.0000,0.000496,-0.004322,0.000000,-0.0665,0.3762,0.0002,0.0000,0.0263,0.0000,0.3914,0.000053,0.996475,0.000000,0.000000,0.083892,0.2826,1,0,0,0.002639,0.002955,0.016633
1476,1477.000,-0.0663,0.3770,0.0000,0.000496,-0.004271,0.000000,-0.0630,0.3736,0.0004,0.0051,0.0259,0.0000,0.3871,0.000053,0.996426,0.000000,0.000000,0.084471,0.3162,1,0,0,0.014890,-0.020802,-0.013265
1477,1478.000,-0.0658,0.3727,0.0000,0.000486,-0.004221,0.000000,-0.0654,0.3738,0.0005,0.0000,0.0254,0.0000,0.3828,0.000051,0.996377,0.000000,0.000000,0.085050,0.2875,1,0,0,-0.005693,-0.006376,-0.000993
1478,1479.000,-0.0653,0.3685,0.0000,0.000487,-0.004174,0.000000,-0.0639,0.3692,-0.0019,0.0055,0.0243,0.0000,0.3785,0.000050,0.996373,0.000000,0.000000,0.085096,0.2592,1,0,0,-0.011775,-0.003401,-0.016059
1479,1480.000,-0.0649,0.3644,0.0000,0.000477,-0.004124,0.000000,-0.0643,0.3623,0.0008,0.0000,0.0255,0.0000,0.3743,0.000051,0.996369,0.000000,0.000000,0.085143,0.2923,1,0,0,0.008877,-0.012858,-0.016535
1480,1481.000,-0.0644,0.3603,0.0000,0.000468,-0.004075,0.000000,-0.0663,0.3584,-0.0007,0.0000,0.0248,0.0000,0.3701,0.000050,0.996318,0.000000,0.000000,0.085731,0.3256,1,0,0,-0.006074,-0.001760,0.003200
1481,1482.000,-0.0639,0.3562,0.0000,0.000469,-0.004029,0.000000,-0.0638,0.3589,0.0013,0.0053,0.0236,0.0000,0.3660,0.000048,0.996267,0.000000,0.000000,0.086320,0.2975,1,0,0,-0.015079,0.006123,-0.003384
1482,1483.000,-0.0635,0.3522,0.0000,0.000460,-0.003980,0.000000,-0.0605,0.3493,-0.0014,0.0000,0.0249,0.0000,0.3619,0.000050,0.996262,0.000000,0.000000,0.086378,0.2696,1,0,0,0.000776,-0.010630,-0.004469
1483,1484.000,-0.0630,0.3483,0.0000,0.000451,-0.003935,0.000000,-0.0629,0.3492,0.0003,0.0000,0.0230,0.0000,0.3579,0.000046,0.996257,0.000000,0.000000,0.086436,0.3030,1,0,0,0.011604,-0.014398,-0.002706
1484,1485.000,-0.0626,0.3443,0.0000,0.000452,-0.003889,0.000000,-0.0630,0.3422,-0.0003,0.0055,0.0237,0.0000,0.3539,0.000049,0.996205,0.000000,0.000000,0.087037,0.3375,1,0,0,-0.000084,-0.025173,0.008537
1485,1486.000,-0.0621,0.3405,0.0000,0.000443,-0.003844,0.000000,-0.0632,0.3411,0.0002,0.0000,0.0229,0.0000,0.3500,0.000046,0.996152,0.000000,0.000000,0.087637,0.3096,1,0,0,0.012024,0.008037,0.003068
1486,1487.000,-0.0617,0.3367,0.0000,0.000446,-0.003802,0.000000,-0.0588,0.3358,-0.0009,0.0055,0.0216,0.0000,0.3461,0.000045,0.996146,0.000000,0.000000,0.087709,0.2820,1,0,0,-0.007996,0.007351,-0.013378
1487,1488.000,-0.0612,0.3329,0.0000,0.000437,-0.003758,0.000000,-0.0624,0.3341,-0.0015,0.0000,0.0224,0.0000,0.3423,0.000045,0.996140,0.000000,0.000000,0.087781,0.3153,1,0,0,0.006408,-0.018736,-0.001187
1488,1489.000,-0.0608,0.3291,0.0000,0.000428,-0.003710,0.000000,-0.0605,0.3242,0.0012,0.0000,0.0244,0.0000,0.3385,0.000049,0.996086,0.000000,0.000000,0.088395,0.3488,1,0,0,0.006585,0.001995,-0.019491
1489,1490.000,-0.0604,0.3255,0.0000,0.000430,-0.003668,0.000000,-0.0597,0.3277,0.0022,0.0055,0.0214,0.0000,0.3347,0.000044,0.996031,0.000000,0.000000,0.089008,0.3211,1,0,0,-0.005593,-0.002614,-0.002538
1490,1491.000,-0.0599,0.3218,0.0000,0.000422,-0.003626,0.000000,-0.0599,0.3238,-0.0061,0.0000,0.0219,0.0000,0.3310,0.000044,0.996023,0.000000,0.000000,0.089093,0.2935,1,0,0,0.016889,0.012351,-0.000890
1491,1492.000,-0.0595,0.3182,0.0000,0.000424,-0.003586,0.000000,-0.0594,0.3199,-0.0020,0.0053,0.0202,0.0000,0.3273,0.000042,0.996016,0.000000,0.000000,0.089177,0.3268,1,0,0,-0.001255,-0.012140,-0.010501
1492,1493.000,-0.0591,0.3146,0.0000,0.000416,-0.003543,0.000000,-0.0592,0.3109,0.0005,0.0000,0.0218,0.0000,0.3237,0.000044,0.995960,0.000000,0.000000,0.089803,0.3603,1,0,0,0.001298,0.012568,-0.011702
1493,1494.000,-0.0587,0.3111,0.0000,0.000418,-0.003503,0.000000,-0.0589,0.3085,-0.0025,0.0052,0.0204,0.0000,0.3201,0.000042,0.995903,0.000000,0.000000,0.090428,0.3317,1,0,0,-0.010669,-0.004594,-0.019602
1494,1495.000,-0.0583,0.3076,0.0000,0.000410,-0.003462,0.000000,-0.0609,0.3043,-0.0002,0.0000,0.0211,0.0000,0.3166,0.000042,0.995894,0.000000,0.000000,0.090523,0.3033,1,0,0,-0.007212,-0.010012,-0.012673
1495,1496.000,-0.0579,0.3042,0.0000,0.000402,-0.003422,0.000000,-0.0580,0.3008,-0.0015,0.0000,0.0206,0.0000,0.3131,0.000041,0.995886,0.000000,0.000000,0.090619,0.3360,1,0,0,-0.001145,0.003894,-0.008277
1496,1497.000,-0.0574,0.3008,0.0000,0.000404,-0.003381,0.000000,-0.0560,0.2985,-0.0032,0.0050,0.0206,0.0000,0.3096,0.000043,0.995828,0.000000,0.000000,0.091253,0.3697,1,0,0,0.009416,0.005320,0.014165
